ReviewId,RecipeId,AuthorId,AuthorName,Review,DateSubmitted,DateModified
233326,1209,173579,gwynn,"This was excellent.  I served this at Thanksgiving.  Everyone just loved it.  Will be making this again.  Thanks for posting. ",12/30/2005 13:38:12,12/30/2005 13:38:12
233354,601,217726,Zoe 2,sweet comes to mind. very very sweet.,12/30/2005 15:15:54,12/30/2005 15:15:54
233592,378,180952,tricia ann,the best of both worlds;pecan pie and sweet potato!!!followed the recipe except cheated and used cool whip as I made it on the spur of the moment. Replaced pecan pie as my husband's favorite.,12/31/2005 12:30:27,12/31/2005 12:30:27
234112,94,236470,Bluenoser,Tried these today and man they were great.  Thanks for this.,01/02/2006 00:22:50,01/02/2006 00:22:50
234117,76,78808,Pianolady,"Wonderful!  I made this to use in Recipe #101738 -- Twice-Baked Alfredo Potatoes by Peacefulnightdove.  It was outstanding.  It definitely was not thick enough, however, so I ended up using cornstarch to thicken it as some other reviewers had also suggested.  Next time I might try adding 2 Tablespoons or so of cream cheese to thicken, and see how that works.  Delicious taste!  Thanks for posting this recipe!  (I just noticed it is #76!  Posted in 1999 -- Only took me 6 years to find it!  lol)
Dianne",01/02/2006 00:42:17,01/02/2006 00:42:17
234917,1660,65197,katie in the UP,"This is wonderful!!  I skipped the accent and added just a few drops of sesame oil YUMMY!
It was a great quick meal!!  
Thank you!!",01/04/2006 08:30:15,01/04/2006 08:30:15
235073,451,224740,kolibri,"Nice oven potatoes, and healthy too. Due to the lack of oil and lemon juice these take really long time to cook (about 1,5 in my case), but the zesty lemon makes it all worth it. You could easily use dried herbs for this too, as the dish is in the oven for so long.",01/04/2006 20:58:27,01/04/2006 20:58:27
235429,1861,129333,John W Wenzelburger,excellent and the rice rated a *wow* I just cut the chicken up and brazed it in about 1/2 the recipe of the marinade then added a little corn starch in water to thicken it up a little at the end.,01/05/2006 20:53:28,01/05/2006 20:53:28
235470,2013,280805,emsawyer,"I've never made lemon bars, and this recipe is outstanding. I put it in a jellyroll pan so there were more bars (48 of them!) and they were thinner.  Perfect!",01/05/2006 22:32:11,01/05/2006 22:32:11
235475,658,247241,TGIF Girl Friday,Very good!!  THANK YOU!!!,01/05/2006 22:46:58,01/05/2006 22:46:58
235632,487,254048,clu6626,"Excellent recipe and instructions, this was my first time making bread and it turned out great.  scrumptious.",01/06/2006 16:07:46,01/06/2006 16:07:46
236102,76,225118,stephanierndos,"This is very good, and easy as well as quick ~ kudos!  The only thing we changed was instead of using the heavy cream, we used evaporated milk and cut down on the fat without losing the flavor, thanks!",01/08/2006 00:01:35,01/08/2006 00:01:35
236312,1873,253974,FLUFFSTER,"This recipe is so easy to make. The flavor is so good, just like an English muffin, only better, I think. I tried freezing a loaf and it freezes very well. Thank you so much for sharing this recipe with us.",01/08/2006 18:14:33,01/08/2006 18:14:33
236325,947,64322,eBeth,"I liked this recipe very much. I made it using sour milk.  They were good warm and once they cooled.  To me that is a true test of a good muffin - they all taste good right out of the oven, but what about the next day?  These muffins passed the test and I will me making them often.  Thanks!",01/08/2006 19:10:51,01/08/2006 19:10:51
236527,615,189500,BowerBird,"Tender, moist with a good kick of lime - absolutely loved this!  I threw frozen chicken fillets into a ziplock bag, along with the marinade, and let it defrost in the fridge for 24 hours.  Came out beautifully.  This will be a regular item on my menu plans in future.  Thank you for a great recipe!",01/09/2006 05:14:02,01/09/2006 05:14:02
236958,571,279905,sandersmommy3,Simple! Delicious! The Family enjoyed it!,01/10/2006 17:35:35,01/10/2006 17:35:35
237093,1465,271221,Big Bill in Big D,"I have never considered raisin pies among my favorites -- until now! When I learned we had three unopened boxes of raisins in the cupboard I decided to give it a try and take it to a covered dish dinner tonight. I read most of the recipes and decided on this one primarily because it incorporat ed orange juice, orange zest and cinnamon, which were unique to this recipe. The result was outstanding with just enough tartness to make a big difference from most other recipes -- it even garnered praise from people who didn't like raisin pie! The results belie the ease of preparation. Definitely a repeater. Too bad we aren't allowed a sixth star!

One comment -- I was fearful the finished product would be too watery so I poured off most of the unabsorbed liquid after plumping the raisins. Next time I will include all the liquid.
",01/10/2006 23:30:17,01/10/2006 23:30:17
237280,664,69161,smidgentigre smith,"This was a wonderfully easy recipe to make and the fact that it tasted great was good too! My kids (3 & nearly 2) loved it! Hubby wanted seconds--took it to work for lunch the next day! We cut down the amount of mozerella cheese--didn't have the amount called for...never missed it! We liked the ease of cooking & don't mind the ""mushier"" noodles or the ""missing crunchy layer"" from oven baking! Overall, I prefer this...I usually have lots of broken lasagna noodles in the box anyway & this is a good way to use them! :o)",01/11/2006 16:21:17,01/11/2006 16:21:17
237287,693,275893,Hopelessinthekitchen,"Hay, this is a great snack.  But I put it over english muffins, instead of toast.  Left out pimentos~~don't like them.  Another writer says her mother used peas, that is a good idea.  I will try it next time.  My husband is not a tuna fan, but he liked this dish.  Thanks.",01/11/2006 17:49:38,01/11/2006 17:49:38
237662,55,53959,looneytunesfan,I liked it. I was surprised since it didn't have sour cream  in it but it was pretty good. Thank you for sharing.,01/12/2006 18:42:32,01/12/2006 18:42:32
237677,619,281194,Nurturing,"O yea.I forgot to say.Do not use the yolks, throw those out and then add milk a little, about a teaspoon..If you use the egg yolks, it will make the soup like scramble egg soup.",01/12/2006 16:48:31,01/12/2006 16:48:31
237755,536,175727,Amberngriffinco,"It was okay.. my DS liks hot dogs and cornbread, so it was a different treat for him.",01/12/2006 23:05:21,01/12/2006 23:05:21
237957,167,174547,lina61044,Was looking for recipe that did not have cheese in it and this hit the spot.  So easy to make and very good. Thanks for posting.,01/13/2006 16:45:20,01/13/2006 16:45:20
237991,860,244815,meebsmom,Great biscuit recipe! Crispy on the outside and flaky inside! Great jam crevasses! Thanks for sharing!,01/13/2006 18:49:46,01/13/2006 18:49:46
238222,607,137911,Pam-I-Am,"I have this same exact recipe and make it when I long for the 'good-ole-days' when I lived in St. Louis and ate at the Famous Barr restaurant.  I had a hard time ordering anything else but this soup.  It's a meal in itself.  The recipe is very very close to the real thing!  Rich, smooth, oniony, and the best part, the slice of crusty bread on top covered with cheese that strings from the bowl to your mouth! A MUST try for any onion soup lovers!  For those watching their salt....use the low-sodium beef broth like I do. ",03/16/2005 00:57:15,03/16/2005 00:57:15
238540,1117,283804,Columbus Foodie,"Best. Spaetzle. Ever. I've made a lot of different recipes, most of which come out too doughy or floury. These came out perfect, nice and light and eggy, fluffy and not too chewy. I used lard instead of oil, and it added great flavor to the spaetzle. This is definitely going to be my standby spaetzle recipe from now on. ",01/14/2006 21:09:38,01/14/2006 21:09:38
238751,1209,217657,startnover,Yum...only change I made was a little more garlic and a little salt.  We served ours w/ toasted sourdough baugettes...thanks for the great recipe!,01/15/2006 16:01:11,01/15/2006 16:01:11
239023,620,157425,lauralie41,"I did have to make some changes while preparing this recipe. The chicken and cabbage I used less of, the carrots were matchstick carrots, the amount of soy sauce did not work well for us for flavoring. I did need more than twelve wrappers and doubled the sauce. I am sorry these were not a great success for us. ",01/16/2006 13:22:17,01/16/2006 13:22:17
239298,334,167225,Nose5775,"This was lovely. It was not too sweet, which was nice. I was not sure what to expect from the brown sugar. I thought it might give a caramel taste, but it just gave a mellow flavor. I messed up and added the flour all at once rather than a bit at a time, which meant that it took a while to blend in. If you use unsalted butter, as I did, I recommend adding a pinch of salt.",01/17/2006 03:40:00,01/17/2006 03:40:00
239806,541,122001,John Sauerbeck,"The first thing I have to say about this recipe is that it is much easier to purchase frozen meatballs than to make them yourself.  I didn't follow the instructions 100% and made the meatballs of 2 pounds of Hamburger, 2 eggs and a package of onion soup mix, which made for an enhanced sweet and salty flavor.  Although I didn't care for the sauce myself, my friends loved them.  So, for a convenient tasty party food it worked out just fine.  I'll do it again but I'm going to enhance the chili flavor either by adding chili powder or increasing the amount of chili sauce.  Overall, a success!",01/18/2006 21:19:00,01/18/2006 21:19:00
239842,479,281478,DFH8487,"Loved this cake! Made it for my mil birthday and she loved it also. I will definately make this one again.
",06/15/2006 02:45:00,06/15/2006 02:45:00
240034,1253,200862,Zurie,"Nope, sorry, this is a garlic condiment, not pesto. Pesto needs at least 1 - 2 cups -- and I press in those leaves -- of basil. Karina, no harm meant -- you could perhaps develop this recipe further as a garlic sauce. Do not see these reviews as a reflection on your skills. At a guess, you perhaps have never had access to a glut of basil and had to make do with very little. Also, specify the nuts: it should be pine nuts, which is very expensive, or walnuts. Don't worry about this, you should see MY dud recipes. ",01/19/2006 16:49:25,01/19/2006 16:49:25
240213,632,104295,ladypit,"We thought these were excellent.  I made them as a snack for my daughter's preschool class.  I doubled the recipe and used half regular whole wheat and half white wheat flour.  I also used soy milk with some lemon juice added instead of buttermilk.  We thought these were not too dense or dry with a lovely blueberry flavor.  A really nice muffin.  ",01/20/2006 01:16:57,01/20/2006 01:16:57
240265,179,58439,mickeydownunder,"This was TERRIFIC, yes, TRUE!
Healthy, not fried, delicious, too!
GREAT for entertaining for family or friends,
Served with apricot sauce...seems enjoyment never ends!",01/20/2006 08:56:58,01/20/2006 08:56:58
240287,276,198612,Anne La Quebecoise,"We've made quite a lot of changes to the recipe, so I'm not rating it, but we 've been very pleased by the result, so I wanted to share!  We started with fresh spinach, so we added them to the onion together with the garlic and cooked them for a few minutes, until done. Then we let the mixture cool, salted it a little bit, but not too much since we  used 2/3 cup goat milk feta and added about 3 tbsp grated pecorino romano in step 2. We also used more  garlic (6 cloves, finely chopped)and shrimps (9 ounces frozen, then thawed a steamed and cut them into 1/2"" pieces) and added a lightly beaten egg to the filling (even though I'm not sure it's essential ; I just did it because I usually do when I make spanakopita). And we made this into a pie ( in a 9"" pie dish), using 4 lightly buttered phyllo sheets for the bottom a 3 sheets for the top. Only 2 tbsp butter were needed for brushing the dough sheets. We cooked it for 30 minutes at 350 F. Thank you for posting, Dragon Mom!",01/20/2006 08:03:40,01/20/2006 08:03:40
240452,1236,156653,Juju Bee,"Very good and Very simple. I did make a change though. I fried up a couple of slices of bacon and just put them in whole instead of crumbling. I am sure I didn't change the flavor too much, and these were very good! Thanks",01/21/2006 00:34:30,01/21/2006 00:34:30
240675,47,53959,looneytunesfan,These came out pretty good. I little on the dry side but maybe that is the way they were supposed to be? Thank you for sharing.,01/21/2006 18:58:32,01/21/2006 18:58:32
240708,481,285039,Cook4_6,"Three years ago I made this soup for the teacher appreciation luncheon at my girls' school.  It is so yummy, the crock pot came home empty.  In fact, the teachers have requested that I make it every year since then!  I usually cut the recipe in half, and sometimes start it on the stove and let it simmer in a crock pot to finish it off.  I often substitute shredded carrots for slivered, because they cook up more quickly.",01/21/2006 19:06:37,01/21/2006 19:06:37
240722,1005,176615,LonghornMama,"Fantastic! I followed the recipe for both the crust and sauce as written, taking Marg's suggestion and using half wheat and half white flour, a little garlic powder in the sauce and all olive oil. I meant to prebake the crust but forgot, and it was still cooked through and crisp on the bottom. This was a very generous amount of dough for a large 16 inch pizza pan. Great flavor in both the sauce and crust. I was a bit worried the sauce might be too sweet, but it was right on. Just a tip, I always coat the pizza pan with a decent amount of olive oil, and sometimes add cornmeal for texture before pressing out the dough. Thanks, Marg, for a great recipe!",01/21/2006 21:23:22,01/21/2006 21:23:22
240762,76,202589,Browntrees,"Excellent, excellent recipe Marg!!  This recipe is so easy to make and yields a thick, rich, delicious sauce.  Sauteed 2 teaspoons Crushed Garlic in the butter then added 1 1/4 cups Heavy Cream, 1 cup Grated Parm/Romano and 1/2 teaspoon Course Ground Black Pepper.  Grilled a boneless/skinless chicken breast on the George Foreman Grill, sliced it into strips, topped it on hot Angel Hair pasta tossed with EVOO then topped with the sauce.  DELICIOUS!!  (Tip: If the sauce is a little thin for your taste, just add more Parmesan Cheese or a tad bit of Shredded Italian Blend Cheese to thicken.)",01/21/2006 23:52:30,01/21/2006 23:52:30
241233,1068,22015,Mysterygirl,"This works very well.   I just made sure that the pot wasn't very big so that there wasn't as much space to steam in.  ",01/23/2006 09:58:45,01/23/2006 09:58:45
241246,179,286580,Tigerman,"This is a really delicious dish and relatively easy to make.  I made my dipping sauce from blending Hawaiian Kukui Coconut Pancake Syrup with Apricot-Pineapple preserves.  VERY tasty.  ***ONE WORD OF WARNING:  I followed the recipe to the letter, but found that my electric oven at 400 degrees began to burn (not toast) the coconut within three minutes...I reduced the heat to 325 and cooked for the remaining time called for in the recipe...the chicken turned out juicy and the crust was delicious.  My version of dipping sauce may not be to everyone's taste, but if you like a combo of sweet and tangy, then I would highly recommend it. ",01/23/2006 06:07:14,01/23/2006 06:07:14
241344,607,196322,Larry G.,"Perfect 
One of the best I have had,  A nice stock recipe #80434 works well with this soup.  A long cooking time but not a lot of work to make   
Better then many restaurants 
Have used vidalia onions and put in two large onions per person I am making it for  also used pre sliced baugette and dried the bread in the oven before using in the soup",01/23/2006 12:41:34,01/23/2006 12:41:34
241621,127,53959,looneytunesfan,"This was pretty good. I couldn't find any short grain rice tho at any of 5 different suppermarkets so I had to use long grain rice. ",01/24/2006 03:39:39,01/24/2006 03:39:39
242157,76,245001,ShortyBond,"This was fabulous!!!!  Thank you so much for this recipe!!!  Can I give you some advice?  I added 1/2 cup romano cheese and 1/2 cup fontina cheese, and it made it that much better.  Try it next time, if you'd like.  It's great!!  Thanks again for the marvelous recipe that I will be making over and over!!!",01/25/2006 21:57:17,01/25/2006 21:57:17
242339,76,202661,ThinOne,"Oh, yeah..... Added some fresh diced garlic (great immunity system builder)and this was orgasmic.",01/26/2006 14:26:19,01/26/2006 14:26:19
242431,82,224367,Shakthi,Great taste and texture as well.  Just like the ones I eat at home. Thank you for posting.,01/26/2006 19:24:07,01/26/2006 19:24:07
242612,992,205100,mommyoftwo,"Wow!  Awesome - Awesome - Awesome!  And I don't even really care for spicy food!  These are a tremendous hit with everyone we make these for.  We have kids over every Friday night and this is the ""most requested for"" snack.",01/27/2006 12:09:46,01/27/2006 12:09:46
242645,1460,128693,Kzim4,"I made this using whole frozen strawberries, and only plain water (no club soda). I did everything up to stirring in the lemon juice and then froze the mixture to use later. When I was ready, I simply added more water instead of the soda. I turned out well. I think I might add a little more sugar next time, but my kids absolutely loved it! They were upset that I stuck it in the freezer to begin with!lol",01/27/2006 13:25:47,01/27/2006 13:25:47
242717,561,121690,echo echo,"Mmmmm, this was a simple tasty fish, which I served with Nifty Carrots (recipe #91161), Snappy Rolls (recipe #61374) and fruit salad dressed with Applebee's Oriental Dressing (recipe #30470). A relatively simple meal to make--I cooked the carrots (25 min), fish (20 min) & rolls (12 min) at 400F and they all came out of the oven together; the tastes meshed well.",01/27/2006 17:40:20,01/27/2006 17:40:20
242942,565,64625,woodland hues,This dip paired well with baguette slices as well as pita crisps at the get together to which I took it.  The red pepper is refreshing and I didn't use any sugar.  The cayenne adds the hint of something unexpected. Not bad!,01/28/2006 15:20:13,01/28/2006 15:20:13
243332,947,288360,Chef Newtown,"Made these for my father in law and he loved them. I added cinnamon & raisins to batter & also added cinnamon & sugar on top b/f baking. I saved a couple of myself and they were delicious!
Cheri",01/29/2006 19:31:32,01/29/2006 19:31:32
243391,487,217226,coconutcream,"This was pretty good. It didn't quite have the flavor I was expecting, but it was good with some butter spread on it. I did find that the loaves rose a lot, which was a surprise after reading some of the other reviews. I made this to accompany dinner and half of this recipe would have been plenty. ",01/29/2006 22:44:05,01/29/2006 22:44:05
243663,480,287107,HeightsGal,"Great soup, and also a bit unique.  I agree, comfort food!  The broth was a little strong for me; next time I will substitute one cup water for one cup beef broth.  Also I will use potatos instead of zucchini - just personal taste. Thanks, Nancy.",01/30/2006 19:47:03,01/30/2006 19:47:03
243802,749,289109,Sparklebaby,We loved this. I made it without any meat and with crushed tomatoes which created a lovely sauce. Even my four year old was excited when she saw this and my husband said he preferred it to regular lasagna because it was lighter without the noodles.,01/30/2006 22:56:53,01/30/2006 22:56:53
243819,1119,280018,angelstar7,"This was great. It will become a family staple. Used italian spices instead of the fennel and it worked just fine. Have found it is easier to double the recipe and make two pies, so you use one can of sauce, one pound of beef, one onion, one green pepper, etc.",02/19/2006 21:46:35,02/19/2006 21:46:35
243867,342,216321,Karen B.,Loved the way this tasted. The little bit of sugar and cream added a big bunch of flavor. I'm confused as to the previous reviews. What bacon grease? I read the orignial recipe over and over and didn't see the use of bacon. I didn't use any.,01/31/2006 13:46:34,01/31/2006 13:46:34
244479,109,27678,Sackville,"Wow, talk about full of flavour. I think this recipe would please nearly everyone because it hasn't got any strong spices but it's still incredibly tasty. The lemon and pepper flavours really compliment the lamb and the juices from the meat give the potatoes lots of flavour. I used leg of lamb fillets, which were done after about 25 minutes.",02/02/2006 16:59:37,02/02/2006 16:59:37
245008,1693,191533,J-Lynn,"My husband says 5 stars! And meatballs are not usually a favorite dish of his! I have to agree with everything in 'michelle''s review- I froze the meatballs and made a partial recipe of the sauce when I was ready to bake enough for two. I don't use liquid smoke and so W- sauce worked great. The barbecue sauce has a wonderful consistency and great flavor, but do decrease the sugar unless you like your BBQ very sweet.",02/04/2006 21:48:50,02/04/2006 21:48:50
245020,1536,129689,Gabi From Venezuela,Very good and easy to make :),02/04/2006 21:09:22,02/04/2006 21:09:22
245120,1157,37072,Marla in California,"Boy,I agree with earlier reviews that these are very easy, and very addictive.  I am not usually fond of most kinds of nuts, including pecans, but these are very good.",02/05/2006 03:25:00,02/05/2006 03:25:00
245535,1633,249225,Azmilah,Its light and fluffy but its tasteless. Its not the type of pancake that I was looking for.,02/06/2006 08:16:52,02/06/2006 08:16:52
245560,382,222564,rosslare,"This is good, just as mouthwatering as it looks! I am not sure, if the olives where really needed there and I will add some cilantro next time. But the next time will be very soon!",02/06/2006 12:50:27,02/06/2006 12:50:27
245889,198,291388,Gelatonut,"Wonderful recipe with the modifications others have suggested (less chili paste, cornstarch, egg; a slight bit more vinegar - I used rice vinegar. I also reduced the soy sauce to 1 T). Also, to make things even easier, I use canned straw mushrooms, bamboo shoots and baby corn, and reconstituted shiitake mushrooms. I also omitted the pork and water chestnuts. If I have more time, I like to add the black fungus, and tiger lily buds (golden needles). ",02/07/2006 06:54:14,02/07/2006 06:54:14
246001,691,6418,cnjgilbert,"I made this with left over roast chicken and my own chicken stock (from the day before), eliminating steps 4 through 7.  It was easy to make and delicious!  The family liked it and I will definitely make it again.  Thanks for posting.",02/07/2006 19:29:06,02/07/2006 19:29:06
246239,744,146194,Mark Haskell,"This is the Zenith of Yorkshire Pud recipes, don't even bother trying any other...",02/08/2006 15:42:03,02/08/2006 15:42:03
246465,536,61954,Kerriebear,It was a good easy recipe.  I learned that my son (3) is not too fond of celery yet. So we will try it again when his tastes change.,02/09/2003 23:44:18,02/09/2003 23:44:18
246466,536,60260,DDW7976,I've made this recipe before and it's super yummy if you like corn dogs!!  Serve with catsup and mustard!!!,01/26/2003 00:30:57,01/26/2003 00:30:57
246467,536,17803,Charlotte J,"Fast and easy dish here to make.  I liked the addition of the sage.  I did not have green onions so used a white one.  Oh man, I just read DDW's review I forgot about using catsup and mustard.  :-(  There is not even a crumb left to try catsup on!  Thanks for a great recipe that takes me right back to the Iowa State Fair and their corn dogs!",02/14/2003 19:28:08,02/14/2003 19:28:08
246468,536,73138,Sharky17,"This tasted pretty good, but it was very crumbly and did not hold together well. I will make it again, but may use an extra egg.",01/23/2004 16:23:54,01/23/2004 16:23:54
246469,536,56670,Katrina,"This was pretty good, i didnt put celery into it though, i dont eat just hot dogs, dont like em, but i do like corn dogs and these were pretty close!",05/05/2003 22:56:23,05/05/2003 22:56:23
246470,536,218516,Bama Chef,"I slightly messed up the recipe by combining everything together instead of splitting the hot dog mix.  It was really good and my husband loved it.  We used turkey hot dogs, which were great.  One thing I might try next time is using a 2qt dish instead so it is a little thicker. ",06/23/2005 16:33:01,06/23/2005 16:33:01
246471,536,39762,Kellie in SLO,"My kids are corn dog lovers, so this was a huge hit with them.  They made sure I have this recipe saved and printed out so that I can make it again and again.",01/20/2004 00:41:22,01/20/2004 00:41:22
246472,536,72017,Jeniferbz,Great recipe! I omitted the celery due to a picky 3 yr old and husband but it was still wonderful and very easy! Thank you for sharing!,10/27/2005 02:21:03,10/27/2005 02:21:03
246473,536,4439,mandabears,"this was good, i made it for my 19 month old grand daughter and skipped the green onions and celery and she loved it. ",10/14/2005 12:24:20,10/14/2005 12:24:20
246474,536,123871,adena mangis,I loved this recipe and it did taste like corn dogs. My husband gave it 5 stars so it's a winner.,10/14/2005 01:04:42,10/14/2005 01:04:42
246475,536,223926,Sweetpea12879,"Great recipe!!!  I used fresh sage, but other than that followed it exactly.  I will definitely be making it again. (I just had to put ketchup on top and it was a nice touch.)",07/06/2005 01:40:54,07/06/2005 01:40:54
246476,536,149415,didyb,"I liked it a lot. I kept telling the kids ""it's a kid pleaser"", but they still didn't take to it. The two year old ate two servings, however. I had to leave out the onion and celery because the kids don't like busy food. (ok, I snuck in some dried, minced onion- shh). It was a little dry that way, so when I make it again (and I will) I may add more milk or egg.",02/17/2005 17:47:44,02/17/2005 17:47:44
246604,168,261702,Goriuk,"I have never been able to make consistently good Anzacs, (and I am an Aussie)!  This recipe unfortunately didn't help me much - it was too dry, I ended up doubling (at least) the water - it would have been too crumbly otherwise. other recipes I have tried had a bit more colour and flavour due to an increase of Golden Syrup and the use of brown sugar instead of white.",02/09/2006 09:17:29,02/09/2006 09:17:29
246659,1086,237022,katb06,"BF now insists on these once a week!  This last time I did it, I used buffalo meat and it tasted a bit different, but better to us.  I also needed to add a can of tomato paste and got the sauce perfect!",11/15/2006 22:13:56,11/15/2006 22:13:56
246680,505,290963,chef Nic,"I marinated my chicken for about an hour, next time I would marinate all day and I think that would make it even better but it was very good.
Thanks",02/09/2006 16:47:39,02/09/2006 16:47:39
246714,794,290668,Erin Linnea,"My mom has been making this recipe for my birthday for years! I love it! The only difference is that we add the juice and rind of two lemons as well as the rind from one orange to the glaze (grated, of course). ",02/09/2006 19:00:13,02/09/2006 19:00:13
246732,285,169130,AWinPA,"I made a few changes: used only romaine lettuce, added very thinly sliced red & yellow bell pepper (used 1/2 of each--they were very large peppers) and some matchstick carrots.  The color and taste of these veggies is worth it.  I also added just under 1/4 cup chopped fresh mint.  I used only one tomato.  I  was remembering another recipe I used to have for this dish, which had the above items.  I always loved it, but my husband did not.  After making this version with the changes above, we found one that we both like.  Thanks for sharing; it's a keeper!",02/09/2006 19:45:44,02/09/2006 19:45:44
246748,1133,2310,Geema,"My family loved this dish, which I served for a special Sunday Brunch with fruit salad and muffins.  It's similiar in taste to quiche, but the texture is much firmer and cheesier. ",02/09/2006 20:52:13,02/09/2006 20:52:13
246869,84,284922,V.A.718,"What wonderful flavor!  We cut the recipe in half because it is just the two of us, but oh my gosh!  So yummy!  Thanks for the recipe!",02/10/2006 12:25:58,02/10/2006 12:25:58
246879,1807,15572,Clifford Boren,"Delicious.  Used shrimp instead of chicken and put them in at the very end so they wouldn't overcook and get tough.  ",02/10/2006 14:51:55,02/10/2006 14:51:55
247079,481,65720,Leslie in Texas,"I wish I could give this more than 5  stars, it's that good!! DH loves this soup at the OG, but he says this is even better! Thanks for a definite keeper,Nancy!",02/11/2006 14:32:39,02/11/2006 14:32:39
247164,1157,288693,Couper,I used to buy these from the mall all the time. I would have never have thought that the recipe to these would be so easy and simple to make! Thanks for the great recipe!,02/11/2006 19:45:10,02/11/2006 19:45:10
247309,1209,91392,Kasha,"Very quick and easy to make, very rich.  I served it with toasted slices of French bread.  It was a bit too stroong on the Parmesan taste for me to be perfect, but it was certainly very good.",02/12/2006 06:47:38,02/12/2006 06:47:38
247398,998,237053,kitelady,"Filled my cream puffs with this recipe. Out of this world! My family enjoyed the  light flavor as opposed to a heavy custard or very sweet cream filling. Five ""thumbs up"" Nancy.",02/12/2006 14:44:31,02/12/2006 14:44:31
247928,1201,228071,Joanna713,"I added a little extra flour & used egg beaters. I baked 2 batches & the 2nd batch actually looked much better, after the dough sat out for about 30 minutes before baking (the first batch came out flatter/more dense), I also added raisins to the 2nd batch. I prefer sweeter cookies but the point was making something for my husband that was not overly sweet & did not contain refined sugar-He loved them so I would make them again. ",02/14/2006 00:18:49,02/14/2006 00:18:49
248049,1873,98828,wildeyeris,"This is great!  I make bread every week for our house, and this is quickly becoming a favorite when I don't have time to do the two risings most breads require.  I brought it to a party the other night and was asked for the recipe by most everyone.  For my small household, I usually half the recipe, and it works out fine.",02/14/2006 16:57:08,02/14/2006 16:57:08
248145,452,290963,chef Nic,"I have never had this dish so I had nothing to compare it to.  But we all enjoyed it.  It was alot of work cleanup wise..LOL
Thanks
",02/14/2006 20:31:37,02/14/2006 20:31:37
248208,456,237201,weefaith,"I used this recipe for a homeschooling geography fair presentation on India. It was a big hit. I doubled the recipe, and went home with an empty crockpot. I got many requests for the recipe. Even the kids loved it. I forgot to add the cilantro and it was still great. Thanks so much Strawberry Girl!",02/15/2006 01:04:34,02/15/2006 01:04:34
248435,897,53932,iris5555,I topped the burgers with jalapeno slices rather than mixing in the chilis and enjoyed that variation.  Also topped with some cheese.  Loved the result!  Thanks for sharing.,02/15/2006 19:46:37,02/15/2006 19:46:37
248676,322,224235,Princess Pea,"I made this for my son last Monday (he loves a good curry dish). I followed the recipe and added the seasonings to our taste. I also added a little cornstarch slurry to thicken it at the end. The taste was outstanding! DH and I liked it, too. We will be having this again. Thank you :)!",02/16/2006 19:36:34,02/16/2006 19:36:34
248951,1940,37305,Karen..,"This was fabulous, even though it reminded me more of pizza than focaccia bread!  The only thing I did different was to use a 1 lb. package of frozen pizza dough and I rubbed olive oil on the dough before adding anything else.  I did use a stone and I only needed about 20 minutes bake time, but the stone was preheated and that may be why.  I will make this again, it was really wonderful.  Thanks for sharing your adopted recipe!",02/17/2006 19:57:36,02/17/2006 19:57:36
249012,860,124249,bullwinkle,"This biscuit had a nice flavor and the crunchy outside that I like. Reminded me of  my Mom's biscuits. I served this with sausage gravy on top. 
I liked the easy preparation for the dough. It seemed a little quicker than the way I usually mix my biscuit dough.

Thanks Ron&Joyce. 

Bullwinkle.

",02/18/2006 00:15:28,02/18/2006 00:15:28
249017,571,157785,cook from scratch,Exactly the way I remember it. My grandmother used to make this when she didn't have time to make a batch of cracklin' bread. I got a craving for this one day and knew I'd be able to find one on 'zaar. Thanks so much for taking me back to the good ol' days!,02/17/2006 21:53:58,02/17/2006 21:53:58
249206,1944,29655,luvinlif2k,"I worked on my Xtra-large bag of salad shrimp with this recipe.  Great mild flavor. The sherry makes it.  Hubby raved and was crestfallen when he found the leftovers served as my lunch.  Thanks for a quick, simple keeper.",02/18/2006 19:35:44,02/18/2006 19:35:44
249329,749,235355,Dee Licious,"This was AMAZING and totally rocks the house!!!  Definitely double this recipe - you'll regret it if you don't!!!  Substituted 1/2 bottle spaghetti sauce and 1 can chopped tomatoes for tomatoe paste and chopped tomatoes.  My husband doesn't eat carbs and I love carbs so we have to find compromises and this is our new favorite - I didn't even miss the noodles (and did I mention that I LOVE noodles?)! ",02/19/2006 00:18:30,02/19/2006 00:18:30
249379,1947,188119,hippeastrum,"This was good but my mom says it's not very traditional, but still delicious.  I didn't use any raisins either.  Also adding some grated cheddar cheese to this really enhances the flavor.  Thanks!",02/19/2006 04:11:37,02/19/2006 04:11:37
249653,481,21969,johnnie terry,This soup is great!  I made only 1/2 recipe for some girlfriends and we all loved it.  Everyone asked for the recipe.  Thanks!,02/19/2006 22:48:17,02/19/2006 22:48:17
249895,1100,287087,JawjaCook,"I am grateful for a way to cook dried beans without soaking overnight or even using a quick cook/soak method. I really liked this recipe, but we prefer more ""zing"" in our food.  Next time I will add a jar of SOFRITO to the water to season the beans more.   ",02/20/2006 18:39:28,02/20/2006 18:39:28
250088,573,258304,ms24tex,My 5 and 3 year old loved it!!  I got them some ranch to dip it in and they ate it all before the rest of dinner was done!  I also thought it was good but not great.  I think I would like it better with bread crumbs.  So I will try that next time. Dh didn't like it (he isn't a squash fan anyway).,02/21/2006 12:10:28,02/21/2006 12:10:28
