RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
465,Whipped Cappuccino,1737,Teddi2,NA,PT25M,PT25M,Make and share this Whipped Cappuccino recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/5/piccGCeUO.jpg""",Beverages,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""2"", ""1/2"", ""1/2"", ""2"")","c(""instant espresso powder"", ""water"")",5,1,252.8,6.7,4.2,107.2,42.9,0,41.6,6.4,2,2 tall,"c(""Dissolve espresso powder in hot water."", ""Allow to cool to room temperature. (The  quickest way is to mix the ingredients in a small metal bowl and swirl.)"", ""Combine cooled espresso mixture, sweetened condensed milk and ice in a blender."", ""Blend on high for one minute until no visible chunks of ice are left."", ""Serve with a spoon and a straw."", ""Makes 2 tall or 4 short drinks."")"
466,Spanakopita,1544,tranch,NA,PT1H30M,PT1H30M,Make and share this Spanakopita recipe from Food.com.,character(0),Vegetable,"c(""Greek"", ""European"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""3"", NA, ""1"", ""1"", ""1/2"", ""1/2"", ""1/2"", NA, ""1/2"", ""5"", ""3/4"", NA, ""1/2"")","c(""spinach"", ""salt"", ""butter"", ""onion"", ""scallion"", ""dill"", ""parsley"", ""evaporated milk"", ""eggs"", ""phyllo pastry"", ""butter"", ""feta cheese"")",5,1,695,48.9,28.4,1180.2,44.9,6.7,4,23.4,6,NA,"c(""Wash spinach in plenty of water and cut in small pieces; place in bowl."", ""Salt lightly; stir to spread salt evenly."", ""Take spinach, a handful at a time; squeeze out the excess water; place it in another bowl."", ""Saute the onion  in half the butter until it is a light, golden color."", ""Add the scallions and cook until they wilt."", ""Add spinach; stir until all vegetables take on a light  color."", ""Stir in the dill, parsley, salt and pepper."", ""Cover the pot and cook until all the water from the spinach is absorbed."", 
""Remove from the  heat; turn into a bowl, and immediately add the evaporated milk (to cool the spinach)."", ""Beat the eggs in another bowl and add the cheese to them; add to the cooled spinach; mix well."", ""Line a pan with 8 sheets of phyllo dough, brushing each sheet with the  melted butter before topping it with the next sheet. Do not trim the  overhanging sections."", ""Pour in the spinach mixture, spreading it evenly over the phyllo."", ""Fold the part of the phyllo that extends out of the back of the pan over the filling."", 
""Lay the remaining phyllo on top, again brushing each sheet with melted butter before adding the next. Trim the overlap."", ""Brush additional melted butter on top of the pie."", ""Score it into square or diamond-shaped serving pieces."", ""Bake for 30 to 45 minutes in a preheated 300 degree Fahrenheit oven."", ""Let stand for 30 minutes before serving."", ""NOTE: This can also be made without precooking the spinach. In that case, squeeze the spinach free of as much water as possible, mix it with the seasonings, and proceed as above, baking it for 1 hour.""
)"
467,Dublin Coddle II,2178,troyh,PT1H5M,PT25M,PT1H30M,Make and share this Dublin Coddle II recipe from Food.com.,character(0),Pork,"c(""Meat"", ""European"", ""Weeknight"", ""Broil/Grill"", ""Oven"", ""Stove Top"", ""< 4 Hours"")","c(""1 1/2"", ""1 1/2"", ""1"", ""2"", ""2"", ""4"", NA)","c(""pork sausage"", ""smoked ham"", ""boiling water"", ""yellow onions"", ""potatoes"", ""parsley"")",3.5,3,536.2,32.6,10.8,2023.5,24.9,3.1,2.5,35.2,8,NA,"c(""Place sausage and ham in boiling water and cook for 5 minutes."", ""Drain meat, but reserve the liquid."", ""Put meat into a large saucepan along  with the onions, potatoes and parsley."", ""Add enough of the reserved liquid  to almost, but not quite cover the contents of the saucepan."", ""Cover and  simmer gently for 1 hour, or until the liquid is reduced by half and all  the ingredients are cooked through but not soggy."", ""Season with salt and  pepper."")"
468,Maple Salmon,1554,Jacques Lorrain,PT2H14M,PT10M,PT2H24M,"Serve wilted  spinach, roasted new potatoes and a glass of stout or full bodied Chardonnay,  like Cave Spring or Penfold's Koonunga Hill.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/01456202607.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picuvUzSq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picReLNYv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picBTqVoy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picTZyFJH.jpg""
)",High Protein,"c(""Healthy"", ""Free Of..."", ""High In..."", ""Weeknight"", ""< 4 Hours"", ""Easy"")","c(""2"", ""1/3"", ""1/4"", NA)","c(""salmon fillets"", ""maple syrup"", ""soy sauce"", ""sesame seeds"")",5,68,561.8,14.1,2.6,2255.8,37.2,0.3,32.3,69,2,NA,"c(""Marinate the 2 salmon fillets in mixture of 1/3 cup maple syrup and 1/4 cup of soy sauce for at least 2 hours in the refrigerator."", ""Remove from refrigerator,  spoon out marinade into a saucepan and reduce over medium-low heat until you're left with about half the original volume (about 10 minutes)."", ""Broil the fillets in a lightly oiled pan for about four minutes, skin side up."", ""Flip the fillets over and brush the flesh side liberally with the reduced marinade."", ""Sprinkle  sesame seeds over top and broil for another 4 minutes or until the surface is  caramelized and the salmon is no longer translucent in the centre.""
)"
469,Irish Dark Soda Bread,1612,JANIC412,PT45M,PT15M,PT1H,Make and share this Irish Dark Soda Bread recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/9/picxDWQwQ.jpg""",Quick Breads,"c(""Breads"", ""European"", ""Low Cholesterol"", ""Healthy"", ""St. Patrick's Day"", ""< 60 Mins"", ""For Large Groups"", ""Oven"", ""Easy"")","c(""3"", ""2"", ""2"", ""1"", ""2"", ""2 1/2"")","c(""all-purpose flour"", ""whole wheat flour"", ""baking soda"", ""baking powder"", ""brown sugar"", ""buttermilk"")",5,7,158.4,0.8,0.3,267.5,32.5,2.5,3.6,5.7,16,2 loaves,"c(""Preheat oven to 400 degrees Fahrenheit."", ""Grease two loaf pans."", ""Sift all-purpose flour, whole wheat flour, baking soda and baking powder together into a large bowl."", ""Add brown sugar and stir well to incorporate, being very careful to break up any lumps of brown sugar."", ""Add buttermilk and stir well."", ""Divide the dough between the two prepared loaf pans."", ""Bake for about 45 minutes or until brown and crunchy."", ""Cool on wire racks."")"
470,Fire Ant Mound,1571,Linda Johansen,NA,PT40M,PT40M,Make and share this Fire Ant Mound recipe from Food.com.,character(0),Dessert,"c(""Kid Friendly"", ""Halloween"", ""< 60 Mins"")","c(""1"", ""1"", ""1/2"", ""2"", ""1"", ""2"", ""2"", ""1"")","c(""confectioners' sugar"", ""butter"", ""instant vanilla pudding"", ""extra thick Cool Whip topping"", ""milk"", ""cream cheese"", ""vanilla extract"")",NA,NA,7761.9,504.5,269.8,7961.6,754.9,16.5,533.9,88.5,1,NA,"c(""Crush cookies in blender."", ""Place layer on bottom of large bowl."", ""Combine butter,  Cool Whip, cream cheese and confectioners sugar."", ""Place layer over cookie layer."", ""Combine pudding, milk and vanilla."", ""Add layer over first mixture. Alternate  layers of mixture while building dirt layer along sides of bowl."", ""Save sufficient  \""dirt\"" for top layer."", ""Chill for at least one hour."")"
471,Seared Salmon with Horseradish Tomato Vinaigrette,1554,Jacques Lorrain,PT9M,PT1H10M,PT1H19M,Make and share this Seared Salmon with Horseradish Tomato Vinaigrette recipe from Food.com.,character(0),Summer,"c(""Weeknight"", ""< 4 Hours"", ""Easy"")","c(""6"", NA, ""6"", ""2"", ""2"", ""1"", ""3"", ""3"", ""1/2"", ""1/4"", ""1/2"", ""1 1/2"", ""1 1/2"", ""2"", ""3"", ""1"", ""1"", ""1/4"", ""1/4"", ""1/2"")","c(""salmon fillets"", ""canola oil"", ""butter"", ""rosemary"", ""tarragon"", ""thyme"", ""salt"", ""black pepper"", ""white wine"", ""honey"", ""roma tomatoes"", ""tomato paste"", ""Dijon mustard"", ""black peppercorns"", ""tarragon"", ""extra virgin olive oil"")",4,3,797.3,38.2,8,823.9,36.2,3.1,9.4,71.3,6,NA,"c(""Season the salmon fillets with salt and pepper."", ""Heat oil in a saute pan."", ""Sear   salmon on both sides for 1 to 2 minutes until golden brown."", ""Fish should still be raw in the center."", ""Combine the horseradish, bread crumbs, butter, rosemary,  tarragon, thyme. salt and pepper."", ""Add the white wine and mix to paste.  Spread  the top of the salmon with equal amounts of the bread crumbs."", ""Place fillets on  an oiled sheet tray."", ""Place tray in a preheated 375-degree oven."", ""Bake for 5 to  7 minutes until the fish is cooked through and the crust is golden brown."", 
""Serve with horseradish-tomato vinaigrette. (HORSERADISH-TOMATO VINAIGRETTE): Combine horseradish, honey, vinegar, tomatoes, tomato paste,  Dijon mustard, black peppercorns and tarragon in a blender."", ""Blend until smooth."", ""While blender is running add oil in a thin steady stream  until well mixed and thick."", ""Cover and leave at room temperature.  Makes 9 oz."")"
472,Apricot Chicken With Pasta,1543,Doreen Randal,PT18M,PT30M,PT48M,Make and share this Apricot Chicken With Pasta recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Healthy"", ""< 60 Mins"")","c(""1"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1"", ""1"", NA, NA, ""400"")","c(""onion"", ""garlic cloves"", ""chicken breasts"", ""apricots"", ""malt vinegar"", ""ginger"", ""cayenne pepper"", ""salt"", ""black pepper"", ""fettuccine"")",3.5,2,1213.5,30,7.2,138.7,173.5,11.8,25.9,62.3,2,NA,"c(""Peel onion and chop finely."", ""Crush, peel and chop garlic."", ""Heat oil in a saucepan and saute onion and garlic for 5 minutes  or until onion is transparent."", ""Cut chicken breasts into thin strips."", ""Add chicken strips to pan and stir fry 2 or 3 minutes, or until chicken is cooked."", ""Drain apricots, leaving about 2 Tbsp of the juice."", ""Puree apricots in a food processor or blender."", ""Add malt vinegar, ginger, cayenne pepper,  salt and pepper."", ""Mix to combine; pour into the saucepan."", 
""Bring mixture to the boil."", ""Cook fettucine in boiling salted water for 8 to 10 minutes, or until  tender."", ""Drain."", ""Serve chicken over pasta."")"
473,Luscious Apricot Squares,11297,Jen T,PT1H5M,PT1H10M,PT2H15M,"I adopted this recipe late 2005 and finally made it in February 2006.  I haven't changed a thing as it is great the way it is written. 
This slice has a shortcake like base with a cake-like apricot caramel top.  Goes well with a dollop of whipped cream on top for a treat or dessert or leave plain and enjoy. :)",character(0),Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2/3"", ""1 1/3"", ""1/2"", ""1/4"", ""1"", ""2"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", NA)","c(""all-purpose flour"", ""butter"", ""margarine"", ""sugar"", ""light brown sugar"", ""eggs"", ""walnuts"", ""baking powder"", ""vanilla"", ""salt"", ""confectioners' sugar"")",5,2,199.5,8.9,4.1,111.9,28.6,0.9,19.5,2.7,NA,16 squares,"c(""In covered small saucepan over low heat, in enough water to cover, cook apricots 15 minutes."", ""Drain apricots; finely chop."", ""Preheat oven to 350 degrees Fahrenheit."", ""Grease an 8 x 8 inch pan."", ""Into large bowl, measure 1 cup flour, butter or margarine and sugar."", ""With mixer at medium speed, beat ingredients until well mixed and crumbly."", ""Pat evenly into pan."", ""Bake 25 minutes or until golden brown."", ""Meanwhile, in the same bowl, measure 1/3 cup flour, eggs, apricots, brown sugar, walnuts, baking powder, vanilla, and salt."", 
""Beat at medium speed until well mixed, occasionally scraping bowl with a rubber spatula."", ""Pour mixture over baked layer and return to oven."", ""Bake 25 minutes longer until golden."", ""Cool in pan."", ""Cut into squares."", ""Sprinkle with confectioner's sugar."")"
475,Drop Scones,1556,Strawberry Girl,NA,PT20M,PT20M,Make and share this Drop Scones recipe from Food.com.,character(0),Scones,"c(""Quick Breads"", ""Breads"", ""Breakfast"", ""Healthy"", ""< 30 Mins"")","c(""2"", NA, ""6"", ""1"", ""1/2"", ""1/2"")","c(""eggs"", ""milk"", ""flour"", ""sugar"", ""baking soda"", ""cream of tartar"")",2,1,370.3,10.4,3.2,771,50.1,1.3,13.5,17.4,NA,1 batch,"c(""Whip eggs and milk together."", ""Add flour, sugar, baking soda, and cream of tartar."", ""Grease a griddle or frying  pan."", ""Drop on 1 tablespoon of the mixture."", ""Brown."")"
476,English Trifle,39547,Julesong,PT17M,PT40M,PT57M,"I love trifle, and here's a slightly different version.  Once you've made and enjoyed trifle, there's a good chance you'll want to get a pretty trifle bowl just to make this attractive dessert!  A recipe adoption.",character(0),Dessert,"c(""Fruit"", ""European"", ""< 60 Mins"")","c(""1/3"", ""3"", ""2"", ""2"", ""1"", ""1"", NA, ""1/3"", ""1/3"", ""1/4"", NA, NA, ""1"")","c(""sugar"", ""cornstarch"", ""eggs"", ""low-fat milk"", ""real vanilla extract"", ""ladyfinger"", ""sherry wine"", ""raspberries"", ""strawberry syrup"", ""fresh raspberry"", ""strawberry"", ""heavy cream"")",5,3,347.8,20.5,12,206.1,33.8,0.3,11.7,6.4,NA,1 trifle,"c(""In batter bowl, combine sugar and cornstarch, then whisk in the eggs and milk."", ""Microwave on 2 minutes, then whisk well."", ""Microwave another 3-5 minutes, or until thickened."", ""Stir in the vanilla."", ""Lay plastic wrap directly over the pudding (this keeps a \""skin\"" from forming on the top) then set aside to stand 5-10 minutes."", ""In the meantime, slice the cake into 1/2x1x3-inch \""fingers\"" and make little jam sandwiches with the slices."", ""Arrange the slices in a single layer in the bottom and sides of trifle dish or other deep bowl."", 
""Drizzle with half of the sherry (or orange juice), and the raspberry syrup, if using."", ""Layer with half of the pudding, sliced fruit, and whipped cream."", ""Add another layer of the remaining jam fingers on top of the pudding and fruit, drizzle with remaining sherry, then remaining pudding and fruit, ending with the remaining whipped cream, then top with the almonds."", ""Cover with plastic wrap and allow to stand in refrigerator several hours, or overnight."")"
478,Forepaughs English Trifle,39547,Julesong,PT45M,PT2H20M,PT3H5M,"This recipe from Forepaughs restaurant in St. Paul, Minnesota, a layered cake-and-berry specialty in its tall glass bowl, is a holiday show stopper.  Prep time is approximate and includes chilling.  (This is an adopted recipe.  I have not prepared this particular version of trifle.)",character(0),Dessert,"c(""European"", ""Low Protein"", ""Weeknight"", ""< 4 Hours"")","c(""8"", ""1/2"", ""3"", ""2 1/2"", ""2"", ""1"", ""2"", ""3"", ""1"", ""1"", ""1/4"", ""1"", ""1/2"", ""2"", ""1"")","c(""sugar"", ""cornstarch"", ""milk"", ""butter"", ""vanilla"", ""red raspberries"", ""sugar"", ""dry sherry"", ""frozen strawberries"", ""sugar"")",5,3,874.5,41.2,21.2,197.7,116,23.5,67.5,13.6,NA,NA,"c(""For pastry cream, in a large, heavy saucepan, combine egg yolks, 1/2 cup sugar and cornstarch until smooth."", ""Add milk and cook and stir just until mixture comes to boiling; remove from the heat."", ""Stir in butter and vanilla."", ""Cool, cover and chill the mixture for about 2 hours."", ""Fold in the whipped cream."", ""For raspberry sauce, in a  4- to 5-quart Dutch oven, heat raspberries over low heat until thawed; stir in sugar."", ""Cook, uncovered, over medium-low heat for 40 minutes or until thickened to consistency of egg whites."", 
""Cool for about 30 minutes; sieve to remove seeds."", ""Cut the sponge cake into 1-1/2-inch pieces."", ""Begin layering the trifle by arranging half of the cake pieces in the bottom of a clear 3-quart glass bowl."", ""Sprinkle half of the sherry over cake."", ""Spoon 1 package of strawberries over cake to cover."", ""Repeat layers."", ""Cover and chill for up to 24  hours."", ""Beat the 1 cup whipping cream with the 1 tablespoon sugar until stiff peaks form."", ""Serve the trifle topped with the raspberry sauce, sweetened whipped cream and almonds."", 
""Note: if you like, layer ingredients in individual dessert dishes."")"
479,Best 7-Up Pound Cake,1567,elly9812,PT1H30M,PT40M,PT2H10M,Make and share this Best 7-Up Pound Cake recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/9/picZhU6Yc.jpg""",Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1/2"", ""3"", ""5"", ""3"", ""1"", ""2"", ""1"")","c(""butter"", ""margarine"", ""shortening"", ""sugar"", ""eggs"", ""unbleached flour"", ""vanilla extract"")",5,16,1125.1,52.4,25.1,335.5,152.3,1.7,103.9,12,6,NA,"c(""This is an old recipe that comes from a request in the local paper for."", ""\""Classic Recipes\""."", ""They called the 7-Up bottling company and they  did not even know about it. Someone developed this on their own and  never let the company know about it. BTW 7-Up comes from the popular  card game in the 1930's."", ""Cream the margarine, shortening and sugar together beating until  light and fluffy."", ""Add the eggs, one at a time, blending well after  each addition."", ""Beat in the flour, then beat in the extract and 7-Up."", 
""Blend well."", ""Pour the batter into a well-greased and floured tube pan  and bake at 325 degrees F for 1 to 1 1/2 hours."", ""From The Rocky Mountain News \""Food Fare\""  MMMMM  MMMMM----- Recipe via Meal-Master (tm) v8.02."")"
480,Italian Sausage Soup,1545,Nancy Van Ess,NA,PT1H15M,PT1H15M,Make and share this Italian Sausage Soup recipe from Food.com.,character(0),Pork,"c(""Meat"", ""European"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")","c(""2"", ""2"", ""5"", ""1"", ""1 1/2"", ""28"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1/2"", NA)","c(""onions"", ""garlic cloves"", ""beef broth"", ""Italian sausage"", ""dry red wine"", ""Italian-style tomatoes"", ""basil"", ""sugar"", ""green pepper"", ""zucchini"", ""dry bow tie pasta"", ""parsley"")",5,17,506.7,22.2,7.4,1698.5,44.8,4.2,13.2,22.6,6,NA,"c(""In a 5-6 quart pan, combine onions, garlic and 1 cup broth."", ""Boil on high heat, stirring occasionally, until liquid evaporates and vegetables start to brown, about 10 to 14 minutes."", ""To deglaze pan, stir in 3 tablespoons water to release browned bits."", ""Cook, uncovered, until liquid evaporates and mixture begins to brown again, about 1 minute."", ""Repeat deglazing step 3 more times until mixture is richly browned."", ""Add  sausage and 1/2 cup more water."", ""Stir gently until liquid evaporates and meat begins to brown, 8 to 10 minutes."", 
""Add remaining 4 cups broth."", ""Stir to loosen browned bits."", ""Add wine, tomatoes and their liquid, basil, sugar, green pepper, zucchini and pasta."", ""Cover and  bring to boil over high heat."", ""Simmer until pasta is just tender to bite, about 15 minutes."", ""Serve hot, with chopped parsley, salt and pepper."", ""(If made ahead, cool, cover and chill up until the next day. Reheat to  simmering)."")"
481,Olive Garden Pasta E Fagioli,1545,Nancy Van Ess,NA,PT25M,PT25M,Make and share this Olive Garden Pasta E Fagioli recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/xKkJBh3tS9u6XniOwu4R_DSC_0179.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/picUSiO5p.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/pichHUNic.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/anlqDfhcT5W9DwhIDLUD_DSC_0190.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/QStWrRlUSJqS5cItRWVN_DSC_0186.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/ZtWvLcKTQWslyRfHUpLj_DSC_0181.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/picgyqohE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/picBfHxnA.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/pica85nkb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/picH0upxU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/pichufoAp.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/1/pickrd53d.jpg"")",European,"c(""Low Cholesterol"", ""< 30 Mins"")","c(""3"", ""2"", ""14"", ""12"", ""14"", ""48"", ""2"", ""2"", ""88"", ""3"", ""2 1/2"", ""5"", ""1 1/2"", ""48"", ""8"")","c(""ground beef"", ""carrots"", ""onions"", ""celery"", ""canned tomatoes"", ""red kidney beans"", ""white kidney beans"", ""oregano"", ""pepper"", ""fresh parsley"", ""Tabasco sauce"", ""dry pasta shell macaroni"")",5,91,506.2,18.9,6.5,1709.4,52.8,11.2,14.9,31.6,10,9 quarts,"c(""Sauté beef in oil in large 10 quart pot until beef starts to brown."", ""Add onions,  carrots, celery and tomatoes and simmer for about 10 minute."", ""Drain and rinse beans  and add to pot. Also add beef stock, oregano, pepper, Tabasco, spaghetti sauce  and noodles ."", ""Simmer until celery and carrots are tender, about 45 minute."", ""NOTES : Makes 9 quarts! Just cut the recipe down for smaller batches."")"
482,Glazed Apples With Cream Sauce,55166,peppermintkitty,PT30M,PT35M,PT1H5M,Make and share this Glazed Apples With Cream Sauce recipe from Food.com.,character(0),Dessert,"c(""Apple"", ""Fruit"", ""Weeknight"", ""Broil/Grill"", ""Oven"", ""Stove Top"", ""< 4 Hours"")","c(""6"", ""6"", ""3/4"", ""1"", ""2"", ""2"", ""1/4"", ""1"", ""2"", ""1/4"")","c(""apples"", ""butter"", ""margarine"", ""brown sugar"", ""lemon"", ""calvados"", ""cinnamon"", ""nutmeg"", ""heavy cream"", ""powdered sugar"", ""nutmeg"")",NA,NA,646.6,39.9,24.8,164.7,78.3,6.9,65.3,2.3,4,NA,"c(""Use medium to large-sized apples. Choose apples that are good for baking."", ""Peel, core and thinly slice apples."", ""Melt butter or  margarine in heavy skillet."", ""Add apples, brown sugar, lemon juice, Applejack, cinnamon, and nutmeg."", ""Cook over medium heat for about 25 to 30 minutes."", ""Turn often."", ""Apple should be caramelized and tender."", ""Serve warm with Cream Sauce."", ""CREAM SAUCE:"", ""Whip 1 cup heavy cream only until soft peaks form."", ""Fold in powdered sugar and grated nutmeg."")"
483,Tomato and Herb Salad,1587,rosasharn,NA,PT25M,PT25M,Make and share this Tomato and Herb Salad recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/3/pic8fs8f6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/3/pic8TW0zx.jpg"")",Vegetable,"c(""Free Of..."", ""< 30 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1/8"", ""1/3"")","c(""roma tomato"", ""cucumber"", ""purple onion"", ""of fresh mint"", ""fresh basil"", ""fresh parsley"", ""salt"", ""black pepper"", ""plain nonfat yogurt"")",4.5,2,34.5,0.3,0.1,113.2,7.2,1.4,4.4,1.9,6,NA,"c(""Cut each tomato into 4 wedges; cut each wedge in half crosswise."", ""Cut  cucumber in half lengthwise; cut each piece in half lengthwise, and  slice crosswise into 1/2\"" pieces."", ""Combine tomatoes, cucumber, purple onion, mint, basil and parsley in a large bowl; sprinkle with salt and pepper."", ""Add yogurt, toss gently."", ""Serve  immediately."")"
484,Katjang Sauce: Peanut Sauce,1603,Carol H,NA,PT45M,PT45M,Make and share this Katjang Sauce: Peanut Sauce recipe from Food.com.,character(0),Sauces,"c(""Fruit"", ""Nuts"", ""< 60 Mins"")","c(""1/2"", ""2"", ""1/2"", ""2"", ""1/2"", ""1 1/2"", ""2/3"", ""2"", ""3"", ""1"", NA)","c(""onion"", ""garlic cloves"", ""brown sugar"", ""sambal oelek"", ""mild paprika"", ""ginger powder"", ""crunchy peanut butter"", ""ketjap manis"", ""milk"", ""lemon juice"")",4.5,2,1095.5,88.8,18.9,817.1,48.5,12,20.8,46,1,NA,"c(""Mix onion and garlic."", ""Place onion mixture in a bowl; add the brown sugar."", ""Mash with  the back of a spoon to make a paste."", ""Brown the paste in the oil at very low heat."", ""Stir in sambal oelek, paprika, and ginger powder."", ""Add the peanut butter."", ""When the sauce is brown, add the ketjap manis and the milk."", ""Keep stirring at low heat until the sauce thickens."", ""Finally, add the lemon  juice, salt and pepper."", ""If the sauce is too thick, add a little more milk  until it reaches a better consistency."", 
""NOTES :"", ""*Ketjap manis is a sweet Indonesian soy sauce. It may be found in  Dutch stores, some Chinese stores or maybe European Delis. It is worth  looking for as it is just delicious!"", ""*Sambal oelek is a paste made from marinaded chili peppers."", ""It can be  found in Chinese groceries, or Dutch stores."")"
485,Colcannon,2178,troyh,PT20M,PT25M,PT45M,Make and share this Colcannon recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/5/pic05hcbl.jpg""",Vegetable,"c(""Low Protein"", ""St. Patrick's Day"", ""Broil/Grill"", ""< 60 Mins"", ""Oven"", ""Stove Top"")","c(""1 1/4"", ""1"", ""2"", ""1 1/4"", NA, ""1"", ""1"", ""1"", NA, ""1/2"", NA)","c(""kale"", ""olive oil"", ""water"", ""potatoes"", ""water"", ""leek"", ""milk"", ""mace"", ""butter"", ""parsley"")",4.5,7,311.1,19.9,11.1,206.9,30.1,4.3,1.3,6.8,6,6,"c(""In a large pot, simmer the kale along with olive oil and 2 cups water  for 10 minutes."", ""Drain kale and cool a bit before chopping it finely. Set aside and cover to keep it warm."", ""In a small pot, bring potatoes and water to a boil and simmer until tender."", ""In another small pot, simmer leeks in milk for 10 minutes; turn off heat and cover to keep warm."", ""Drain the potatoes and puree them into the large pot."", ""Add leeks with the milk, and cooked kale."", ""Beat with a spoon or whisk until fluffy."", 
""Season with mace, salt and pepper."", ""Top with melted butter; garnish with parsley if desired."", ""Yields 6 servings."")"
